순번,단지명,회사명,시군구,소재지,전화번호,종업원수,대표업종번호,업종번호,업종명,생산품
5648,남동국가산업단지,(주)삼삼코퍼레이션,남동구,"인천광역시 남동구 함박뫼로 395, 112호 (남촌동)",032-818-1334,4,13229,13229,기타 직물제품 제조업,마스크
5649,남동국가산업단지,피엠테크,남동구,"인천광역시 남동구 호구포로 139, 410호(고잔동)",032-818-1350,2,25924,25924,절삭가공 및 유사처리업,기계부품
5650,남동국가산업단지,로보,남동구,"인천광역시 남동구 승기천로 156,  80블럭 14로트 (고잔동)",032-818-1510,2,29192,29192,"용기 세척, 포장 및 충전기 제조업",포장기계
5651,남동국가산업단지,주식회사 그린썬,남동구,인천광역시 남동구 능허대로625번길 18-22 (고잔동),032-818-1515,5,20312,20312,복합비료 및 기타 화학비료 제조업,복합비료
5652,남동국가산업단지,세보금속,남동구,"인천광역시 남동구 은봉로 103, 44블럭 8로트 44블록 8로트 (논현동)",032-818-1566,5,25929,25929,그 외 기타 금속가공업,금속가공(절단)
5653,남동국가산업단지,(주)이엔,남동구,"인천광역시 남동구 앵고개로 512, 141블럭 5로트 (고잔동)",032-818-1577,28,29294,29294,주형 및 금형 제조업,"금형,수전금구부품"
5654,남동국가산업단지,(주)베니스코스메틱,남동구,인천광역시 남동구 남동대로 242 (논현동),032-818-1870,7,20423,20423,화장품 제조업,화장품
5655,남동국가산업단지,범한전기(주),남동구,"인천광역시 남동구 남동동로198번길 43, 75블럭 14로트 (고잔동)",032-818-1984,6,28121,"28121, 28122","전기회로 개폐, 보호장치 제조업 외 1 종","카운터, 타이머"
5656,남동국가산업단지,신화정밀,남동구,인천광역시 남동구 남동서로 32 (고잔동),032-818-1988,25,22299,22299,그 외 기타 플라스틱 제품 제조업,자동차부품 사출
5657,남동국가산업단지,(주)동신로엔지니어링,남동구,인천광역시 남동구 논현동 436-11번지 47블록 12로트,032-818-2037,12,29150,"29150, 29171","산업용 오븐, 노 및 노용 버너 제조업 외 1 종",공업용 로
5658,남동국가산업단지,(주)기경피엔에스,남동구,인천광역시 남동구 남동서로23번길 40 (고잔동),032-818-2063,5,29131,29131,액체 펌프 제조업,액체펌프
5659,남동국가산업단지,(주)동일엔지니어링,남동구,"인천광역시 남동구 남동서로23번길 40, [126-7블록] (고잔동)",032-818-2063,8,29131,29131,액체 펌프 제조업,액체펌프
5660,남동국가산업단지,(주)빅스톤착암기,남동구,"인천광역시 남동구 남동서로113번길 28-37, 81블럭 7로트 (고잔동)",032-818-2071,7,29241,29241,건설 및 채광용 기계장비 제조업,착암기
5661,남동국가산업단지,한국코소(주),남동구,"인천광역시 남동구 청능대로340번길 12, 90블럭 3로트 (고잔동)",032-818-2136,26,29133,29133,"탭, 밸브 및 유사장치 제조업",자동조절밸브
5662,남동국가산업단지,한국코소(주),남동구,인천광역시 남동구 남동대로 341 (남촌동) A동  1층 및 B동 1층(13블럭 4로트),032-818-2136,12,29133,29133,"탭, 밸브 및 유사장치 제조업",공업용 자동조절밸브
5663,남동국가산업단지,인덕트론코리아,남동구,"인천광역시 남동구 남동서로53번길 38, A동 1층 101 (고잔동, A 동)",032-818-2187,17,29229,29229,기타 가공 공작기계 제조업,"고주파 열처리기, 공장자동화 기계"
5664,남동국가산업단지,우진피앤디,남동구,인천광역시 남동구 앵고개로654번길 54 (고잔동) 165블록 15로트,032-818-2212,9,28123,28123,배전반 및 전기 자동제어반 제조업,"환경위생장비,포충등,방송조명장비 등"
5665,남동국가산업단지,우진피앤디(주),남동구,"인천광역시 남동구 남동대로155번길 81, 87블록 12로트 (고잔동)",032-818-2212,1,29294,29294,주형 및 금형 제조업,조명기기 외
5666,남동국가산업단지,대흥,남동구,"인천광역시 남동구 승기천로 30, 124블럭 5로트 (고잔동)",032-818-2250,2,25923,25923,도장 및 기타 피막처리업,물통부품
5667,남동국가산업단지,에이치에스테크,남동구,인천광역시 남동구 남동동로33번길 46 (고잔동),032-818-2250,2,25924,"25924, 25929",절삭가공 및 유사처리업 외 1 종,금속부품(오토바이 부품 등)
5668,남동국가산업단지,동원화스너(주),남동구,"인천광역시 남동구 남동대로49번길 49, 137블럭 4로트 (고잔동)",032-818-2345,36,25941,"25941, 25942, 25999",볼트 및 너트류 제조업 외 2 종,너트 외
5669,남동국가산업단지,대아METAL,남동구,"인천광역시 남동구 남동서로330번길 17, 10블럭 13로트 (남촌동)",032-818-2346,37,29269,"25112, 25914, 25924, 25993, 28511, 29171, 29269, 32091","기타 섬유, 의복 및 가죽 가공 기계 제조업 외 7 종",자수기 부품
5670,남동국가산업단지,(주)기데크,남동구,"인천광역시 남동구 남동서로 254, 25블록 1로트 (논현동)",032-818-2367,18,28302,28302,기타 절연선 및 케이블 제조업,동파방지열선
5671,남동국가산업단지,(주)제일메탈테크,남동구,"인천광역시 남동구 남동대로 83, 123블럭 5로트 (고잔동)",032-818-2399,23,25921,25921,금속 열처리업,"금속열처리,원형톱"
5672,남동국가산업단지,카파정공,남동구,"인천광역시 남동구 논현고잔로109번길 6, 171블록 18로트 (고잔동)",032-818-2402,4,29294,29294,주형 및 금형 제조업,주형 및 금형
5673,남동국가산업단지,고려신소재,남동구,"인천광역시 남동구 남동서로 135, 82블럭 3로트 (고잔동)",032-818-2451,29,25934,"25911, 25934",톱 및 호환성 공구 제조업 외 1 종,"초경합금공구, 호환성 절삭공구"
5674,남동국가산업단지,얼라이드레이테크놀로지(주),남동구,"인천광역시 남동구 호구포로 183, 414호(고잔동)",032-818-2476,5,29150,29150,"산업용 오븐, 노 및 노용 버너 제조업","근적외선 산업용 열처리기, 건조로"
5675,남동국가산업단지,이노엔 주식회사,남동구,"인천광역시 남동구 남동서로330번길 17, 10블럭 13로트 (남촌동)",032-818-2640,6,29150,"29150, 29171","산업용 오븐, 노 및 노용 버너 제조업 외 1 종","산업용오븐,노 및 노용 버너제조"
5676,남동국가산업단지,(주)우성,남동구,"인천광역시 남동구 청능대로448번길 112, 103블럭7로트 (고잔동)",032-818-2727,16,25922,25922,도금업,도금
5677,남동국가산업단지,현성상사(주),남동구,"인천광역시 남동구 남동동로197번길 28, 72블럭 13로트 (고잔동)",032-818-2761,10,29173,29173,산업용 송풍기 및 배기장치 제조업,송풍기 및 냉동기
5678,남동국가산업단지,(주)아다마스,남동구,"인천광역시 남동구 함박뫼로377번길 116, 35블럭4로트 (남촌동)",032-818-2822,2,25934,25934,톱 및 호환성 공구 제조업,다이아몬드공구
5679,남동국가산업단지,선진하이엠(주),남동구,인천광역시 남동구 앵고개로 391 (고잔동),032-818-2826,5,29229,29229,기타 가공 공작기계 제조업,PCB장비
5680,남동국가산업단지,SK정공,남동구,인천광역시 남동구 은봉로105번길 64-22 (논현동),032-818-2853,7,25924,25924,절삭가공 및 유사처리업,금형부품
5681,남동국가산업단지,대동HI-LEX(주),남동구,"인천광역시 남동구 남동동로78번길 43, 151블럭 5로트 (고잔동)",032-818-2872,207,30320,"30320, 30400",자동차 차체용 신품 부품 제조업 외 1 종,자동차용 컨트롤케이블 및 윈도우 레귤레이터
5682,남동국가산업단지,(주)청우기연,남동구,"인천광역시 남동구 남동서로143번길 10, 80블럭6로트 (고잔동)",032-818-2873,3,29150,"29150, 29230","산업용 오븐, 노 및 노용 버너 제조업 외 1 종",전기로
5683,남동국가산업단지,에어로화학(주),남동구,인천광역시 남동구 앵고개로 401 (고잔동),032-818-3000,8,20424,20424,표면광택제 및 실내가향제 제조업,바닥광택제
5684,남동국가산업단지,(주)티피텍,남동구,"인천광역시 남동구 능허대로577번길 68, 126블럭 10로트 (고잔동)",032-818-3036,5,26410,26410,유선 통신장비 제조업,회로기판조립
5685,남동국가산업단지,(주)에스이테크놀로지,남동구,"인천광역시 남동구 앵고개로449번길 91, 84블럭 8로트 (고잔동)",032-818-3056,15,29229,29229,기타 가공 공작기계 제조업,반도체 장비 부품
5686,남동국가산업단지,에스이테크,남동구,인천광역시 남동구 앵고개로449번길 91 (고잔동),032-818-3056,11,25924,25924,절삭가공 및 유사처리업,반도체 장비 부품
5687,남동국가산업단지,(주)대명정밀,남동구,"인천광역시 남동구 앵고개로653번길 46 (고잔동, (주)대명정밀)",032-818-3107,24,22241,"22241, 22249, 29294",운송장비 조립용 플라스틱제품 제조업 외 2 종,"자동차부품, 콘넥터, 금형 외"
5688,남동국가산업단지,에이엠케이테크(AMK Tech),남동구,"인천광역시 남동구 은청로 86, 75블록5로트 (고잔동)",032-818-3127,1,29294,29294,주형 및 금형 제조업,와이어가공
5689,남동국가산업단지,신유칼라텍,남동구,"인천광역시 남동구 남동서로23번길 47, 나동, 134블럭 9로트 (고잔동)",032-818-3139,6,25923,25923,도장 및 기타 피막처리업,도장(모터 및 가전제품 외)
5690,남동국가산업단지,(주)동화금속,남동구,"인천광역시 남동구 호구포로 71, 153블럭 9로트 (고잔동)",032-818-3163,10,25922,25922,도금업,알루미늄 피막처리(도금)
5691,남동국가산업단지,삼남기계,남동구,"인천광역시 남동구 앵고개로621번길 28-28, 111블럭 2로트 (고잔동)",032-818-3183,3,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,기계부품
5692,남동국가산업단지,(주)에이엔씨코리아,남동구,"인천광역시 남동구 승기천로 146, 80블럭 11로트 (고잔동)",032-818-3226,13,20499,"20495, 20499",그 외 기타 분류 안된 화학제품 제조업 외 1 종,표면처리약품
5693,남동국가산업단지,인코스(주),남동구,인천광역시 남동구 남동대로199번길 96 (고잔동),032-818-3266,18,20499,20499,그 외 기타 분류 안된 화학제품 제조업,"천연방부제, 피부개선제"
5694,남동국가산업단지,비엔비,남동구,"인천광역시 남동구 승기천로 74, 에이동 04호 [114-1블록] (고잔동, 협동단지)",032-818-3270,7,25924,25924,절삭가공 및 유사처리업,부품가공
5695,남동국가산업단지,세진특수정밀(주),남동구,인천광역시 남동구 승기천로 66 (고잔동),032-818-3270,15,25924,25924,절삭가공 및 유사처리업,금속제품
5696,남동국가산업단지,한국캐스팅(주),남동구,"인천광역시 남동구 승기천로 62-33 (고잔동, 한국케스팅)",032-818-3270,77,24321,24321,알루미늄주물 주조업,"재봉기 부품, 자동차 부품"
5697,남동국가산업단지,에스지테크,남동구,"인천광역시 남동구 승기천로 66, 684-6 [114-7블록] (고잔동)",032-818-3281,9,29133,29133,"탭, 밸브 및 유사장치 제조업",수전금구
5698,남동국가산업단지,대성산업,남동구,"인천광역시 남동구 남동서로23번길 114-1, 124블럭 22로트 (고잔동)",032-818-3387,11,25922,25922,도금업,도금(화장품 캡 용기)
5699,남동국가산업단지,산업안전공사,남동구,"인천광역시 남동구 청능대로 263, 68블럭 4로트 (고잔동)",032-818-3390,4,29169,29169,기타 물품 취급장비 제조업,크레인
5700,남동국가산업단지,윤테크놀로지,남동구,"인천광역시 남동구 남동동로 331, 43블록7로트 (남촌동)",032-818-3432,1,29294,29294,주형 및 금형 제조업,금형
5701,남동국가산업단지,삼오볼트공업사,남동구,"인천광역시 남동구 남동서로362번길 37-48, 6블럭 6로트 (남촌동)",032-818-3535,6,32029,"29180, 32029",기타 목재가구 제조업 외 1 종,"피스,볼트"
5702,남동국가산업단지,(주)하나정밀,남동구,"인천광역시 남동구 남동대로199번길 96, 67블럭 8로트 (고잔동)",032-818-3557,5,29294,29294,주형 및 금형 제조업,금형
5703,남동국가산업단지,(주)팬그램,남동구,"인천광역시 남동구 남동동로 84, 2층 222/223 (고잔동, 한국산업단지공단)",032-818-3616,6,22232,22232,포장용 플라스틱 성형용기 제조업,성형용기
5704,남동국가산업단지,주식회사 태일산업,남동구,인천광역시 남동구 청능대로409번길 38 (고잔동),032-818-3631,4,16102,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,가구재
5705,남동국가산업단지,케이씨케이,남동구,"인천광역시 남동구 호구포로 189 (고잔동) 남동테크노타워 지식산업센터 1동 4층 413, 414호",032-818-3784,1,30332,30332,자동차용 신품 전기장치 제조업,자동차용 전기전자 하네스 설비
5706,남동국가산업단지,뉴태광산전,남동구,"인천광역시 남동구 호구포로 189, 6층 606호 (고잔동, 남동테크노타워)",032-818-3788,1,28123,28123,배전반 및 전기 자동제어반 제조업,전기판넬
5707,남동국가산업단지,유성기업(주),남동구,"인천광역시 남동구 남동대로 418, 32블럭 2로트 (남촌동)",032-818-3830,11,30310,"30310, 30400",자동차 엔진용 신품 부품 제조업 외 1 종,에어콤푸레셔
5708,남동국가산업단지,(주)한성미디어,남동구,"인천광역시 남동구 남동대로199번길 28, 69블럭 3로트 (고잔동)",032-818-3836,3,22241,"22241, 22249",운송장비 조립용 플라스틱제품 제조업 외 1 종,DVD케이스
5709,남동국가산업단지,우성엔프라(주),남동구,"인천광역시 남동구 남동서로144번길 4, 85블럭 11로트 (고잔동)",032-818-3844,25,30310,"30310, 30400",자동차 엔진용 신품 부품 제조업 외 1 종,"자동차부품, 금형"
5710,남동국가산업단지,(주)성심바이오메딕,남동구,"인천광역시 남동구 함박뫼로 373, 37블록11로트 (남촌동)",032-818-3905,3,21300,"20321, 21300",의료용품 및 기타 의약 관련제품 제조업 외 1 종,"틀니세정제,가정용 살충제"
